microsample	richness	neutral	phylogenetic	section	type	batch	cryosection	buffer	Xcoord	Ycoord	size	collection	collection_attempts	cycles	animal	protocol
M301101	29	21.233675320438433	3.3613181044404663	Caecum right	Positive	MSEB0011	G121eI103B	B11	12734.19698	44293.00828	5000	Fail	3	15	G121e	ULV2_Half
M301102	91	45.0487883173525	3.877847461542537	Caecum right	Positive	MSEB0011	G121eI103B	B11	12969.56506	44158.96474	5000	Success	1	15	G121e	ULV2_Half
M301103	87	47.074307676981775	3.803954597761366	Caecum right	Positive	MSEB0011	G121eI103B	B11	13185.65016	44208.11188	5000	Success	1	15	G121e	ULV2_Half
M301104	86	42.07062008510273	3.8924492317115624	Caecum right	Positive	MSEB0011	G121eI103B	B11	9358.02608	29840.37566	5000	Fail	3	15	G121e	ULV2_Half
M301105	0	1	0	Caecum right	NegativeMebrane	MSEB0011	G121eI103M	B11	13683.30424	44212.22556	5000	Success	3	15	G121e	ULV2_Half
M301106	0	1	0	Caecum right	NegativeMebrane	MSEB0011	G121eI103M	B11	11479.05594	44765.5756	5000	Fail	3	15	G121e	ULV2_Half
M301107	85	44.085958621172544	3.7617538940050377	Caecum right	Positive	MSEB0011	G121eI103B	B11	11910.14412	44681.86654	5000	Success	2	15	G121e	ULV2_Half
M301108	0	1	0	Caecum right	NegativeReaction	MSEB0011	G121eI103R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301109	89	44.499580725463794	3.920197416722191	Caecum right	Positive	MSEB0011	G121eI103B	B11	12319.17926	44720.65106	5000	Success	2	15	G121e	ULV2_Half
M301110	71	40.39944262807026	3.8421339773025367	Caecum right	Positive	MSEB0011	G121eI103B	B11	12501.8438	44533.5578	5000	Success	1	15	G121e	ULV2_Half
M301111	85	46.384982357205736	3.7439802746381954	Caecum right	Positive	MSEB0011	G121eI103B	B11	13023.05742	44482.35382	5000	Success	3	15	G121e	ULV2_Half
M301112	81	43.01675113796696	3.9213013827909267	Caecum right	Positive	MSEB0011	G121eI103B	B11	13710.84142	44392.89146	5000	Success	1	15	G121e	ULV2_Half
M301113	66	41.18851783568275	3.695698436220668	Caecum right	Positive	MSEB0011	G121eI103B	B11	16993.5878	34877.5106	5000	Success	1	15	G121e	ULV2_Half
M301114	2	1.9497802142546654	1.0292818223366338	Caecum right	Positive	MSEB0011	G121eI103B	B11	11597.64682	36587.30662	5000	Success	1	15	G121e	ULV2_Half
M301115	94	46.38074469355604	3.9274410161229283	Caecum right	Positive	MSEB0011	G121eI103B	B11	13633.29236	44858.87476	5000	Success	1	15	G121e	ULV2_Half
M301116	91	41.56554721543402	4.004062028774672	Caecum right	Positive	MSEB0011	G121eI103B	B11	NA	NA	NA	Success	2	15	G121e	ULV2_Half
M301117	1	1	1	Caecum right	NegativeCollection	MSEB0011	G121eI103Z	B11	13541.1964	44647.51882	5000	NA	0	15	G121e	ULV2_Half
M301118	88	44.5574884645272	3.9000978601423797	Caecum right	Positive	MSEB0011	G121eI103B	B11	13281.63628	44666.1088	5000	Success	1	15	G121e	ULV2_Half
M301119	88	42.72142397438797	3.9827493018894256	Caecum right	Positive	MSEB0011	G121eI103B	B11	13040.33044	43338.47688	5000	Fail	3	15	G121e	ULV2_Half
M301120	0	1	0	Caecum right	NegativeMebrane	MSEB0011	G121eI103M	B11	13151.9587	43153.52698	5000	Fail	3	15	G121e	ULV2_Half
M301121	80	45.015147989931755	3.8872365647922997	Caecum right	Positive	MSEB0011	G121eI103B	B11	12510.86872	42698.96012	5000	Success	2	15	G121e	ULV2_Half
M301122	92	46.68537418612396	4.007553746615511	Caecum right	Positive	MSEB0011	G121eI103B	B11	13631.57	42206.48658	5000	Success	3	15	G121e	ULV2_Half
M301123	5	4.727140742996678	1.8240519364735925	Caecum right	NegativeCollection	MSEB0011	G121eI103Z	B11	13080.97598	42296.17508	5000	NA	0	15	G121e	ULV2_Half
M301124	89	44.675912047391655	3.825982263903403	Caecum right	Positive	MSEB0011	G121eI103B	B11	12969.70154	35753.32826	5000	Success	1	15	G121e	ULV2_Half
M301125	93	46.37897038064736	3.339798480402802	Caecum right	Positive	MSEB0011	G121eI103B	B11	NA	NA	NA	Success	2	15	G121e	ULV2_Half
M301126	87	48.16258628443197	3.6165422637853144	Caecum right	Positive	MSEB0011	G121eI103B	B11	12457.57142	41700.46782	5000	Success	1	15	G121e	ULV2_Half
M301127	0	1	0	Caecum right	NegativeMebrane	MSEB0011	G121eI103M	B11	12977.85504	35614.71876	5000	Success	2	15	G121e	ULV2_Half
M301128	92	46.87696869899659	3.9575016963795084	Caecum right	Positive	MSEB0011	G121eI103B	B11	13048.62742	35856.71464	5000	Success	1	15	G121e	ULV2_Half
M301129	39	27.26360785371406	3.7895544803587944	Caecum right	Positive	MSEB0011	G121eI103B	B11	12499.86962	41448.0727	5000	Success	1	15	G121e	ULV2_Half
M301130	95	46.80075193699384	4.003892465855591	Caecum right	Positive	MSEB0011	G121eI103B	B11	12782.07546	41518.96146	5000	Success	3	15	G121e	ULV2_Half
M301131	0	1	0	Caecum right	Positive	MSEB0011	G121eI103B	B11	8292.93288	50639.80186	5000	Success	1	15	G121e	ULV2_Half
M301132	0	1	0	Caecum right	NegativeMebrane	MSEB0011	G121eI103M	B11	13500.67598	41203.4429	5000	Success	2	15	G121e	ULV2_Half
M301133	89	45.346987884403404	4.001442861406341	Caecum right	Positive	MSEB0011	G121eI103B	B11	13567.0463	41349.85144	5000	Success	1	15	G121e	ULV2_Half
M301134	12	10.914993502907622	2.8872971227831563	Caecum right	Positive	MSEB0011	G121eI103B	B11	13467.4097	41132.67052	5000	Fail	3	15	G121e	ULV2_Half
M301135	0	1	0	Caecum right	NegativeReaction	MSEB0011	G121eI103R	NA	15335.43596	28384.64104	5000	NA	0	15	G121e	ULV2_Half
M301136	85	47.89057477665497	3.7482174988307397	Caecum right	Positive	MSEB0011	G121eI103B	B11	12803.27456	41439.3833	5000	Success	1	15	G121e	ULV2_Half
M301137	82	46.03756877339601	3.8122253626022187	Caecum right	Positive	MSEB0011	G121eI103B	B11	12718.02588	41844.13372	5000	Success	1	15	G121e	ULV2_Half
M301138	5	4.373264157083983	1.3525461702514898	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	NA	NA	NA	Success	2	15	G103b	ULV2_Half
M301139	53	26.880768808996763	2.560036364788457	Caecum right	Positive	MSEB0011	G103bI301B	B11	NA	NA	NA	Success	1	15	G103b	ULV2_Half
M301140	11	9.156002517363431	1.6154114593015452	Caecum right	Positive	MSEB0011	G103bI301B	B11	41387.29474	35170.77476	5000	Fail	3	15	G103b	ULV2_Half
M301141	55	28.12399093099356	2.6040395347622645	Caecum right	Positive	MSEB0011	G103bI301B	B11	44348.5587	44543.93558	5000	Success	1	15	G103b	ULV2_Half
M301142	14	12.138944010083229	1.8413505073581033	Caecum right	Positive	MSEB0011	G103bI301B	B11	44260.82704	44473.81548	5000	Fail	3	15	G103b	ULV2_Half
M301143	55	26.883375446583667	2.5717765970808935	Caecum right	Positive	MSEB0011	G103bI301B	B11	44313.13558	45603.66776	5000	Success	1	15	G103b	ULV2_Half
M301144	55	26.25743964640137	2.6148871092908013	Caecum right	Positive	MSEB0011	G103bI301B	B11	NA	NA	NA	Success	1	15	G103b	ULV2_Half
M301145	0	1	0	Caecum right	NegativeCollection	MSEB0011	G103bI301Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301146	25	18.31251614999714	2.1800605447501775	Caecum right	Positive	MSEB0011	G103bI301B	B11	42483.72466	45618.07238	5000	Success	2	15	G103b	ULV2_Half
M301147	0	1	0	Caecum right	NegativeReaction	MSEB0011	G103bI301R	NA	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301148	15	11.692717164517656	1.7160078963429024	Caecum right	Positive	MSEB0011	G103bI301B	B11	44087.13462	45539.00096	5000	Fail	3	15	G103b	ULV2_Half
M301149	9	7.472476555756113	1.5425023834084348	Caecum right	Positive	MSEB0011	G103bI301B	B11	42492.53044	45596.87328	5000	Success	2	15	G103b	ULV2_Half
M301150	0	1	0	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	44216.38606	45382.45376	5000	Success	1	15	G103b	ULV2_Half
M301151	15	11.478183390155618	1.6569702034062552	Caecum right	Positive	MSEB0011	G103bI301B	B11	42745.32004	45490.4061	5000	Success	2	15	G103b	ULV2_Half
M301152	51	26.29153274699283	2.6043123367658083	Caecum right	Positive	MSEB0011	G103bI301B	B11	43798.06962	45509.64836	5000	Success	2	15	G103b	ULV2_Half
M301153	53	25.807122450002844	2.568742406311264	Caecum right	Positive	MSEB0011	G103bI301B	B11	42406.10334	45397.92788	5000	Success	3	15	G103b	ULV2_Half
M301154	56	25.891069202833062	2.6303301780697623	Caecum right	Positive	MSEB0011	G103bI301B	B11	45753.96384	33192.71914	5000	Success	2	15	G103b	ULV2_Half
M301155	3	2.6044547630514296	1.3476748502721656	Caecum right	Positive	MSEB0011	G103bI301B	B11	42830.30462	42823.82756	5000	Fail	3	15	G103b	ULV2_Half
M301156	0	1	0	Caecum right	NegativeCollection	MSEB0011	G103bI301Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301157	55	26.29378577543358	2.633548646986399	Caecum right	Positive	MSEB0011	G103bI301B	B11	42576.24156	43022.44682	5000	Success	2	15	G103b	ULV2_Half
M301158	39	21.938995283967984	2.4625960203376707	Caecum right	Positive	MSEB0011	G103bI301B	B11	42728.77508	43333.67328	5000	Success	1	15	G103b	ULV2_Half
M301159	49	23.80639496562594	2.535653169095601	Caecum right	Positive	MSEB0011	G103bI301B	B11	42760.6368	43797.15504	5000	Success	1	15	G103b	ULV2_Half
M301160	0	1	0	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	42730.83192	43029.6219	5000	Success	3	15	G103b	ULV2_Half
M301161	50	22.51170274469153	2.486801480801477	Caecum right	Positive	MSEB0011	G103bI301B	B11	42868.58914	44491.68272	5000	Success	1	15	G103b	ULV2_Half
M301162	56	25.94676779145218	2.579316510423793	Caecum right	Positive	MSEB0011	G103bI301B	B11	43629.0991	43115.74522	5000	Success	1	15	G103b	ULV2_Half
M301163	56	25.722169949147133	2.5474455785507804	Caecum right	Positive	MSEB0011	G103bI301B	B11	43688.03044	47714.25292	5000	Success	2	15	G103b	ULV2_Half
M301164	56	26.347067928343698	2.630059934896089	Caecum right	Positive	MSEB0011	G103bI301B	B11	45710.06108	34152.46596	5000	Success	2	15	G103b	ULV2_Half
M301165	1	1	1	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	43688.68272	47559.9887	5000	Success	1	15	G103b	ULV2_Half
M301166	54	24.93636994445643	2.5489896912299828	Caecum right	Positive	MSEB0011	G103bI301B	B11	43709.18182	46658.5447	5000	Success	1	15	G103b	ULV2_Half
M301167	0	1	0	Caecum right	NegativeCollection	MSEB0011	G103bI301Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301168	41	21.47995379395054	2.5577327864662704	Caecum right	Positive	MSEB0011	G103bI301B	B11	43646.88908	45916.8596	5000	Success	1	15	G103b	ULV2_Half
M301169	41	21.286255290271452	2.3857692166776228	Caecum right	Positive	MSEB0011	G103bI301B	B11	43448.41754	43290.23012	5000	Success	2	15	G103b	ULV2_Half
M301170	0	1	0	Caecum right	Positive	MSEB0011	G103bI301B	B11	43633.01278	43157.49114	5000	Success	1	15	G103b	ULV2_Half
M301171	19	15.31057929885175	1.9303371362452233	Caecum right	Positive	MSEB0011	G103bI301B	B11	37936.88568	49454.07656	5000	Success	1	15	G103b	ULV2_Half
M301172	44	22.337885217258364	2.611101468287937	Caecum right	Positive	MSEB0011	G103bI301B	B11	42922.19376	46597.8056	5000	Success	1	15	G103b	ULV2_Half
M301173	40	20.72991227610438	2.359574322286971	Caecum right	Positive	MSEB0011	G103bI301B	B11	42621.91882	47576.52736	5000	Fail	3	15	G103b	ULV2_Half
M301174	0	1	0	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	42464.06706	47715.13686	5000	Success	2	15	G103b	ULV2_Half
M301175	2	1.9035980917004687	1.020412966395641	Caecum right	Positive	MSEB0011	G103bI301B	B11	42476.03424	46748.80842	5000	Fail	3	15	G103b	ULV2_Half
M301176	0	1	0	Caecum right	NegativeReaction	MSEB0011	G103bI301R	NA	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301177	53	25.502922079013654	2.653591499772649	Caecum right	Positive	MSEB0011	G103bI301B	B11	42875.3296	47973.73558	5000	Success	3	15	G103b	ULV2_Half
M301178	39	21.65842130818681	2.4964153341238613	Caecum right	Positive	MSEB0011	G103bI301B	B11	41734.48838	42635.42864	5000	Fail	4	15	G103b	ULV2_Half
M301179	56	24.778960442183838	2.629135417647519	Caecum right	Positive	MSEB0011	G103bI301B	B11	41952.67604	42594.98728	5000	Success	4	15	G103b	ULV2_Half
M301180	0	1	0	Caecum right	NegativeCollection	MSEB0011	G103bI301Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301181	56	24.61885496300887	2.562117352413468	Caecum right	Positive	MSEB0011	G103bI301B	B11	42024.97912	42894.1115	5000	Success	1	15	G103b	ULV2_Half
M301182	53	24.309102542207636	2.636786258731283	Caecum right	Positive	MSEB0011	G103bI301B	B11	41991.26056	43284.3878	5000	Success	3	15	G103b	ULV2_Half
M301183	0	1	0	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	38576.5086	41207.24958	5000	Success	2	15	G103b	ULV2_Half
M301184	56	24.58027777808735	2.6089681543071186	Caecum right	Positive	MSEB0011	G103bI301B	B11	42572.36692	43097.8878	5000	Success	1	15	G103b	ULV2_Half
M301185	39	21.312515984931036	2.500460937863609	Caecum right	Positive	MSEB0011	G103bI301B	B11	42079.85652	43292.01278	5000	Success	1	15	G103b	ULV2_Half
M301186	0	1	0	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	41480.87656	12441.25048	5000	Success	2	15	G121e	ULV2_Half
M301187	31	21.174887490018044	3.377240223003845	Colon	Positive	MSEB0012	G121eO302A	B11	41588.96872	14483.50058	5000	Success	1	15	G121e	ULV2_Half
M301188	57	32.81309148858413	3.7036238467557747	Colon	Positive	MSEB0012	G121eO302A	B11	42210.9465	14114.54246	5000	Success	1	15	G121e	ULV2_Half
M301189	10	8.923634067637654	3.007321653808519	Colon	Positive	MSEB0012	G121eO302A	B11	42366.28914	14851.6833	5000	Success	1	15	G121e	ULV2_Half
M301190	0	1	0	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301191	48	28.42387052422335	3.3843941320849886	Colon	Positive	MSEB0012	G121eO302A	B11	42936.94174	16465.35196	5000	Success	3	15	G121e	ULV2_Half
M301192	75	35.207124610298635	3.8473423115769005	Colon	Positive	MSEB0012	G121eO302A	B11	41942.00096	16150.1878	5000	Success	2	15	G121e	ULV2_Half
M301193	89	41.439211644607624	3.8719634601381916	Colon	Positive	MSEB0012	G121eO302A	B11	41959.48234	16767.67784	5000	Success	1	15	G121e	ULV2_Half
M301194	43	24.46366454930073	3.687873507969227	Colon	Positive	MSEB0012	G121eO302A	B11	42470.54412	20002.60494	5000	Success	1	15	G121e	ULV2_Half
M301195	67	35.05368503681377	3.7730350524841576	Colon	Positive	MSEB0012	G121eO302A	B11	41919.91208	20527.73102	5000	Success	1	15	G121e	ULV2_Half
M301196	0	1	0	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301197	0	1	0	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	41880.77528	23541.76724	5000	Success	1	15	G121e	ULV2_Half
M301198	67	34.55834418057466	3.8548628176642525	Colon	Positive	MSEB0012	G121eO302A	B11	42513.9246	20715.14778	5000	Success	1	15	G121e	ULV2_Half
M301199	67	34.419469982080216	3.914901560109237	Colon	Positive	MSEB0012	G121eO302A	B11	43081.6806	19662.03192	5000	Success	1	15	G121e	ULV2_Half
M301200	62	32.58603154904321	3.7364956025605625	Colon	Positive	MSEB0012	G121eO302A	B11	43612.05292	19308.71644	5000	Success	1	15	G121e	ULV2_Half
M301201	51	30.51933636333649	3.5479700116533213	Colon	Positive	MSEB0012	G121eO302A	B11	44226.0634	19799.0727	5000	Fail	3	15	G121e	ULV2_Half
M301202	64	34.10778547814963	3.8541225715751497	Colon	Positive	MSEB0012	G121eO302A	B11	42132.93334	18298.53744	5000	Success	1	15	G121e	ULV2_Half
M301203	72	36.68036767493601	3.865697147967745	Colon	Positive	MSEB0012	G121eO302A	B11	42237.624280000004	19020.89692	5000	Success	3	15	G121e	ULV2_Half
M301204	19	13.821067234854175	3.1390632268630965	Colon	Positive	MSEB0012	G121eO302A	B11	42818.54426	19111.56596	5000	Success	2	15	G121e	ULV2_Half
M301205	1	1	1	Colon	Positive	MSEB0012	G121eO302A	B11	43990.81118	18774.4815	5000	Fail	3	15	G121e	ULV2_Half
M301206	20	15.196103156235463	3.164770878104005	Colon	Positive	MSEB0012	G121eO302A	B11	43954.10192	20332.1201	5000	Success	1	15	G121e	ULV2_Half
M301207	0	1	0	Colon	NegativeReaction	MSEB0012	G121eO302R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301208	29	20.710247571262116	3.257021817041912	Colon	Positive	MSEB0012	G121eO302A	B11	43012.94412	17708.0765	5000	Success	2	15	G121e	ULV2_Half
M301209	0	1	0	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	38553.32954	18443.76814	5000	Fail	3	15	G121e	ULV2_Half
M301210	75	38.81649002146692	3.791583069718819	Colon	Positive	MSEB0012	G121eO302A	B11	41104.78478	14700.32974	5000	Success	1	15	G121e	ULV2_Half
M301211	77	35.76922440596152	3.8097524177339936	Colon	Positive	MSEB0012	G121eO302A	B11	41488.66384	14987.3079	5000	Success	1	15	G121e	ULV2_Half
M301212	87	41.00111420731355	4.055340573129905	Colon	Positive	MSEB0012	G121eO302A	B11	41539.84374	15286.81824	5000	Success	2	15	G121e	ULV2_Half
M301213	0	1	0	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	39011.40604	15762.86088	5000	Fail	3	15	G121e	ULV2_Half
M301214	43	25.97617428697237	3.457774456571687	Colon	Positive	MSEB0012	G121eO302A	B11	42027.73956	15522.9237	5000	Success	1	15	G121e	ULV2_Half
M301215	5	4.69033037004997	2.468849162520229	Colon	Positive	MSEB0012	G121eO302A	B11	42176.40192	14898.68824	5000	Success	2	15	G121e	ULV2_Half
M301216	85	42.71133176146834	3.8677743064004004	Colon	Positive	MSEB0012	G121eO302A	B11	41037.61278	15504.88414	5000	Success	2	15	G121e	ULV2_Half
M301217	0	1	0	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	75583.44432	29860.94888	5000	NA	0	15	G121e	ULV2_Half
M301218	0	1	0	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301219	69	40.06334258006103	3.8840437725824293	Colon	Positive	MSEB0012	G121eO302A	B11	41631.10404	19763.12466	5000	Success	2	15	G121e	ULV2_Half
M301220	0	1	0	Colon	Positive	MSEB0012	G121eO302A	B11	42059.98008	19995.09968	5000	Fail	3	15	G121e	ULV2_Half
M301221	0	1	0	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	46533.8833	20610.2201	5000	Success	1	15	G121e	ULV2_Half
M301222	31	20.60644748207381	3.3750107211406783	Colon	Positive	MSEB0012	G121eO302A	B11	42382.1472	19683.53096	5000	Success	1	15	G121e	ULV2_Half
M301223	65	35.816526343886416	3.760806280932213	Colon	Positive	MSEB0012	G121eO302A	B11	43057.7278	19442.03462	5000	Success	3	15	G121e	ULV2_Half
M301224	47	29.247580401119976	3.5192155623992534	Colon	Positive	MSEB0012	G121eO302A	B11	43016.46686	20834.8727	5000	Success	1	15	G121e	ULV2_Half
M301225	27	14.239740192629693	3.15946354759711	Colon	Positive	MSEB0012	G121eO302A	B11	43704.72608	20651.31374	5000	Success	3	15	G121e	ULV2_Half
M301226	8	7.600196501782407	2.316507307464674	Colon	Positive	MSEB0012	G121eO302A	B11	43160.88838	20993.32974	5000	Success	2	15	G121e	ULV2_Half
M301227	1	1	1	Colon	Positive	MSEB0012	G121eO302A	B11	43696.68908	20943.26056	5000	Success	1	15	G121e	ULV2_Half
M301228	0	1	0	Colon	NegativeReaction	MSEB0012	G121eO302R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301229	51	27.28178868136372	3.6814754094996944	Colon	Positive	MSEB0012	G121eO302A	B11	44259.10418	18857.47514	5000	Success	2	15	G121e	ULV2_Half
M301230	0	1	0	Colon	Positive	MSEB0012	G121eO302A	B11	43066.24554	18489.32286	5000	Fail	3	15	G121e	ULV2_Half
M301231	0	1	0	Colon	Positive	MSEB0012	G121eO302A	B11	42388.98832	17963.92916	5000	Success	1	15	G121e	ULV2_Half
M301232	0	1	0	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	39003.48548	18070.02466	5000	Fail	3	15	G121e	ULV2_Half
M301233	77	42.91080188953991	3.5966259086130905	Colon	Positive	MSEB0012	G121eO302A	B11	40950.9359	17939.24252	5000	Success	1	15	G121e	ULV2_Half
M301234	0	1	0	Colon	Positive	MSEB0012	G103bO201A	B11	76973.21772	17889.40386	5000	Fail	3	15	G103b	ULV2_Half
M301235	0	1	0	Colon	Positive	MSEB0012	G103bO201A	B11	77607.21188	18093.72196	5000	Success	1	15	G103b	ULV2_Half
M301236	0	1	0	Colon	Positive	MSEB0012	G103bO201A	B11	NA	NA	NA	Success	1	15	G103b	ULV2_Half
M301237	0	1	0	Colon	Positive	MSEB0012	G103bO201A	B11	77777.23082	17719.40276	5000	Success	1	15	G103b	ULV2_Half
M301238	0	1	0	Colon	Positive	MSEB0012	G103bO201A	B11	77663.7341	17415.10366	5000	Success	1	15	G103b	ULV2_Half
M301239	0	1	0	Colon	NegativeMebrane	MSEB0012	G103bO201M	B11	74579.80154	12638.55838	5000	Fail	3	15	G103b	ULV2_Half
M301240	0	1	0	Colon	Positive	MSEB0012	G103bO201A	B11	77772.2919	17109.32376	5000	Success	3	15	G103b	ULV2_Half
M301241	0	1	0	Colon	NegativeCollection	MSEB0012	G103bO201Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301242	0	1	0	Colon	Positive	MSEB0012	G103bO201A	B11	77441.5691	17395.98792	5000	Success	2	15	G103b	ULV2_Half
M301243	0	1	0	Colon	Positive	MSEB0012	G103bO201A	B11	77316.98362	17388.81284	5000	Success	2	15	G103b	ULV2_Half
M301244	0	1	0	Colon	NegativeMebrane	MSEB0012	G103bO201M	B11	74826.20238	11501.17874	5000	Success	3	15	G103b	ULV2_Half
M301245	0	1	0	Colon	Positive	MSEB0012	G103bO201A	B11	77572.82094	17674.09364	5000	Success	2	15	G103b	ULV2_Half
M301246	0	1	0	Colon	NegativeReaction	MSEB0012	G103bO201R	NA	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301247	0	1	0	Colon	Positive	MSEB0012	G103bO201A	B11	77720.86236	18018.8341	5000	Success	1	15	G103b	ULV2_Half
M301248	0	1	0	Colon	Positive	MSEB0012	G103bO201A	B11	77530.25594	17869.56198	5000	Fail	3	15	G103b	ULV2_Half
M301249	0	1	0	Colon	Positive	MSEB0012	G103bO201A	B11	77319.24336	17758.0221	5000	Fail	3	15	G103b	ULV2_Half
M301250	0	1	0	Colon	Positive	MSEB0012	G103bO201B	B11	75621.87456	30505.5806	5000	Success	2	15	G103b	ULV2_Half
M301251	0	1	0	Colon	Positive	MSEB0012	G103bO201B	B11	75752.94798	30541.356	5000	Fail	3	15	G103b	ULV2_Half
M301252	0	1	0	Colon	Positive	MSEB0012	G103bO201B	B11	75884.3824	30014.15774	5000	Success	1	15	G103b	ULV2_Half
M301253	0	1	0	Colon	NegativeCollection	MSEB0012	G103bO201Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301254	0	1	0	Colon	Positive	MSEB0012	G103bO201B	B11	76237.51194	30780.0352	5000	Success	2	15	G103b	ULV2_Half
M301255	0	1	0	Colon	Positive	MSEB0012	G103bO201B	B11	75363.7501	31063.84194	5000	Success	1	15	G103b	ULV2_Half
M301256	0	1	0	Colon	Positive	MSEB0012	G103bO201B	B11	75320.34734	30629.36526	5000	Success	2	15	G103b	ULV2_Half
M301257	0	1	0	Colon	NegativeMebrane	MSEB0012	G103bO201M	B11	72946.82376	24734.74284	5000	Success	3	15	G103b	ULV2_Half
M301258	0	1	0	Colon	Positive	MSEB0012	G103bO201B	B11	75930.61952	30247.2115	5000	Success	2	15	G103b	ULV2_Half
M301259	0	1	0	Colon	NegativeMebrane	MSEB0012	G103bO201M	B11	72945.5192	24746.81002	5000	Success	2	15	G103b	ULV2_Half
M301260	0	1	0	Colon	NegativeCollection	MSEB0012	G103bO201Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301261	0	1	0	Colon	Positive	MSEB0012	G103bO201B	B11	75795.9237	30449.4183	5000	Success	3	15	G103b	ULV2_Half
M301262	0	1	0	Colon	Positive	MSEB0012	G103bO201B	B11	76189.756	30949.87328	5000	Success	2	15	G103b	ULV2_Half
M301263	0	1	0	Colon	Positive	MSEB0012	G103bO201B	B11	76197.25722	30864.4246	5000	Fail	3	15	G103b	ULV2_Half
M301264	0	1	0	Colon	Positive	MSEB0012	G103bO201B	B11	75815.00372	29900.73796	5000	Success	1	15	G103b	ULV2_Half
M301265	0	1	0	Colon	Positive	MSEB0012	G103bO201B	B11	75583.44432	29860.94888	5000	Success	2	15	G103b	ULV2_Half
M301266	0	1	0	Colon	Positive	MSEB0012	G103bO201C	B11	75647.36776	30082.76744	5000	Success	1	15	G103b	ULV2_Half
M301267	0	1	0	Colon	Positive	MSEB0012	G103bO201C	B11	76131.08002	44986.05922	5000	Fail	3	15	G103b	ULV2_Half
M301268	0	1	0	Colon	Positive	MSEB0012	G103bO201C	B11	76318.96506	44716.68234	5000	Success	3	15	G103b	ULV2_Half
M301269	0	1	0	Colon	NegativeMebrane	MSEB0012	G103bO201M	B11	75686.99416	44243.46724	5000	Success	3	15	G103b	ULV2_Half
M301270	0	1	0	Colon	Positive	MSEB0012	G103bO201C	B11	74299.23392	45054.93628	5000	Success	3	15	G103b	ULV2_Half
M301271	0	1	0	Colon	Positive	MSEB0012	G103bO201C	B11	76991.99864	44127.29948	5000	Fail	3	15	G103b	ULV2_Half
M301272	0	1	0	Colon	NegativeReaction	MSEB0012	G103bO201R	NA	NA	NA	NA	Fail	3	15	G103b	ULV2_Half
M301273	0	1	0	Colon	Positive	MSEB0012	G103bO201C	B11	76388.10064	44228.75452	5000	Fail	3	15	G103b	ULV2_Half
M301274	0	1	0	Colon	NegativeCollection	MSEB0012	G103bO201Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301275	0	1	0	Colon	Positive	MSEB0012	G103bO201C	B11	76115.12954	43791.0738	5000	Success	3	15	G103b	ULV2_Half
M301276	0	1	0	Colon	Positive	MSEB0012	G103bO201C	B11	76247.30244	43214.70116	5000	Success	1	15	G103b	ULV2_Half
M301277	0	1	0	Colon	Positive	MSEB0012	G103bO201C	B11	74571.88696	44880.45138	5000	Fail	3	15	G103b	ULV2_Half
M301278	0	1	0	Colon	Positive	MSEB0012	G103bO201C	B11	78215.87816	43537.9059	5000	Fail	3	15	G103b	ULV2_Half
M301279	0	1	0	Colon	NegativeMebrane	MSEB0012	G103bO201M	B11	76314.77598	43758.71972	5000	Fail	3	15	G103b	ULV2_Half
M301280	0	1	0	Colon	Positive	MSEB0012	G103bO201C	B11	76385.28112	43365.33424	5000	Fail	3	15	G103b	ULV2_Half
