microsample	richness	neutral	phylogenetic	section	type	batch	cryosection	buffer	Xcoord	Ycoord	size	collection	collection_attempts	cycles	animal	protocol	collection_method
M301041	250	56.848433160238116	3.938635870782475	Caecum right	Positive	MSEB0011	G121eI103A	B11	11461.88748	14723.80334	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301042	242	40.738935158412346	2.795105258708649	Caecum right	Positive	MSEB0011	G103bI301A	B11	NA	NA	NA	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301043	191	66.05464126516954	3.8562022885787393	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	37045.87604	21898.70604	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301044	238	39.194700303665655	2.83034890792168	Caecum right	Positive	MSEB0011	G103bI301A	B11	39826.46454	16381.5368	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301045	239	40.403094832111655	2.7290981974229633	Caecum right	Positive	MSEB0011	G103bI301A	B11	40015.9332	16372.07874	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301046	237	41.31262457057126	2.7951414005238564	Caecum right	Positive	MSEB0011	G103bI301A	B11	40430.65048	16268.04008	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301047	221	48.4429717175966	3.4567750478068247	Caecum right	NegativeCollection	MSEB0011	G103bI301Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301048	235	41.844757799655675	2.771662088026008	Caecum right	Positive	MSEB0011	G103bI301A	B11	40926.24052	16353.48876	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301049	238	39.75652651638919	2.714009566696183	Caecum right	Positive	MSEB0011	G103bI301A	B11	41736.01664	16434.37148	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301050	237	42.049851931368295	2.7666084820473027	Caecum right	Positive	MSEB0011	G103bI301A	B11	40192.56872	16214.34958	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301051	236	40.82037212156242	2.746067174215511	Caecum right	Positive	MSEB0011	G103bI301A	B11	40154.83648	16597.72248	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301052	236	40.188124500154416	2.724309841535217	Caecum right	Positive	MSEB0011	G103bI301A	B11	40195.37784	17057.986	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301053	135	32.955047558299924	2.8882113851933857	Caecum right	NegativeCollection	MSEB0011	G103bI301Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301054	236	42.6380345383233	2.789437750494077	Caecum right	Positive	MSEB0011	G103bI301A	B11	39791.59826	18107.68606	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301055	213	44.18462156951356	2.8873453802872455	Caecum right	Positive	MSEB0011	G103bI301A	B11	39770.59916	18361.2097	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301056	191	32.484084914522754	2.4183664788852473	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	37970.15196	23862.4115	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301057	235	42.67748758842025	2.7867811499322754	Caecum right	Positive	MSEB0011	G103bI301A	B11	40071.18696	18322.1729	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301058	235	38.88009832990484	2.764140208390367	Caecum right	Positive	MSEB0011	G103bI301A	B11	41182.3061	16262.49454	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301059	231	39.65843626691098	2.785219327323725	Caecum right	Positive	MSEB0011	G103bI301A	B11	41148.0614	16419.33738	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301060	238	38.45785751987146	2.7066857721920208	Caecum right	Positive	MSEB0011	G103bI301A	B11	41113.29056	16943.5483	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301061	7	2.5990469082361662	1.3745891936993881	Caecum right	NegativeReaction	MSEB0011	G103bI301R	NA	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301062	190	38.9947816583818	2.5144100252696324	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	38338.81876	12402.46378	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301063	241	39.630758679337944	2.7211411223446773	Caecum right	Positive	MSEB0011	G103bI301A	B11	41110.02916	17363.29422	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301064	235	40.017914214313045	2.705038832857105	Caecum right	Positive	MSEB0011	G103bI301A	B11	41081.02884	18018.79422	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301065	238	37.32261393293323	2.6296003003823207	Caecum right	Positive	MSEB0011	G103bI301A	B11	41233.76236	19314.80186	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301066	238	38.63695906670972	2.764152003739029	Caecum right	Positive	MSEB0011	G103bI301A	B11	NA	NA	NA	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301067	62	7.018467034483037	2.135478750752806	Caecum right	NegativeCollection	MSEB0011	G103bI301Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301068	237	38.456261887403045	2.7187445391474303	Caecum right	Positive	MSEB0011	G103bI301A	B11	40638.7833	12056.80154	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301069	236	40.112489917458376	2.772600666465726	Caecum right	Positive	MSEB0011	G103bI301A	B11	41240.38908	19087.9368	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301070	240	39.141171083295326	2.749197112548648	Caecum right	Positive	MSEB0011	G103bI301A	B11	39970.47546	19209.60206	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301071	173	30.4876417513776	2.334611552008682	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	40473.75646	11877.0984	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301072	236	41.02528851490437	2.717761301362587	Caecum right	Positive	MSEB0011	G103bI301A	B11	40531.74412	19206.54066	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301073	235	39.06557998210264	2.669242286417815	Caecum right	Positive	MSEB0011	G103bI301A	B11	39891.54958	19315.27142	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301074	144	56.08456710545696	3.2423102856999026	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	45041.0623	12107.10096	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301075	238	39.34147863008894	2.66214298980855	Caecum right	Positive	MSEB0011	G103bI301A	B11	41614.75434	20130.10552	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301076	237	41.06029972845376	2.8163832685789627	Caecum right	Positive	MSEB0011	G103bI301A	B11	41854.46724	20045.30912	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301077	239	39.23855963598662	2.7161248300571446	Caecum right	Positive	MSEB0011	G103bI301A	B11	41599.09962	19885.17438	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301078	108	36.533990486759684	3.312278340875974	Caecum right	NegativeCollection	MSEB0011	G103bI301Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301079	238	38.599337076960815	2.733715914029333	Caecum right	Positive	MSEB0011	G103bI301A	B11	41584.86814	18556.11966	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301080	236	39.30564531309803	2.7966550698700914	Caecum right	Positive	MSEB0011	G103bI301A	B11	41504.31156	18869.21406	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301081	238	38.840615339194734	2.6845612205298433	Caecum right	Positive	MSEB0011	G103bI301A	B11	41547.0359	18764.19698	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301082	234	36.71910563048451	2.7034793446209338	Caecum right	Positive	MSEB0011	G103bI301A	B11	41448.21548	18598.51786	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301083	6	4.434566148699642	2.3399127249409473	Caecum right	NegativeReaction	MSEB0011	G103bI301R	NA	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301084	238	37.94496636787245	2.674738697900678	Caecum right	Positive	MSEB0011	G103bI301A	B11	35617.29916	17656.64682	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301085	235	39.47846110740977	2.7733970458028336	Caecum right	Positive	MSEB0011	G103bI301A	B11	35504.45472	17663.8219	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301086	221	43.180497621176364	3.2265254445751395	Caecum right	Positive	MSEB0011	G103bI301A	B11	39340.66962	17466.53552	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301087	240	36.892194660299566	2.712413482641382	Caecum right	Positive	MSEB0011	G103bI301A	B11	39836.82524	17317.48954	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301089	240	38.267828546776116	2.7680801737982605	Caecum right	Positive	MSEB0011	G103bI301A	B11	39893.5736	17603.84046	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301090	239	57.96535431847767	3.990124210155252	Caecum right	Positive	MSEB0011	G121eI103B	B11	11987.96416	14611.57476	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301091	233	62.88500319539748	4.257475087925205	Caecum right	NegativeCollection	MSEB0011	G121eI103Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301092	251	59.91901228640993	4.089863990609429	Caecum right	Positive	MSEB0011	G121eI103B	B11	11970.67874	14805.96924	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301093	251	62.148065920973494	4.067053696545168	Caecum right	Positive	MSEB0011	G121eI103B	B11	11974.49242	15028.19236	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301094	251	62.69415706019156	3.989696836189736	Caecum right	Positive	MSEB0011	G121eI103B	B11	11634.6255	16069.06288	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301095	249	60.97048782771194	4.115530985812215	Caecum right	Positive	MSEB0011	G121eI103B	B11	11951.34104	17101.41516	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301096	104	41.285562926558164	3.385011512150765	Caecum right	NegativeMebrane	MSEB0011	G121eI103M	B11	12032.97148	14447.85248	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301097	250	62.7689325890432	3.89694065924406	Caecum right	Positive	MSEB0011	G121eI103B	B11	11637.44374	17718.27836	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301098	239	40.21514732423012	3.895447928266882	Caecum right	Positive	MSEB0011	G121eI103B	B11	11561.6955	44185.50822	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301099	253	62.245085803228754	3.903966312563072	Caecum right	Positive	MSEB0011	G121eI103B	B11	NA	NA	NA	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301100	207	33.23224433293519	3.353603294132667	Caecum right	NegativeCollection	MSEB0011	G121eI103Z	B11	12030.93044	44147.1237	5000	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301101	246	54.94211069742156	4.092274206134365	Caecum right	Positive	MSEB0011	G121eI103B	B11	12734.19698	44293.00828	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301102	252	60.30105501756663	4.036898311960537	Caecum right	Positive	MSEB0011	G121eI103B	B11	12969.56506	44158.96474	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301103	251	64.59685276607155	3.9523884500278066	Caecum right	Positive	MSEB0011	G121eI103B	B11	13185.65016	44208.11188	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301104	252	57.732201788770276	4.055398472434623	Caecum right	Positive	MSEB0011	G121eI103B	B11	9358.02608	29840.37566	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301105	150	48.36098077819626	5.151929823838528	Caecum right	NegativeMebrane	MSEB0011	G121eI103M	B11	13683.30424	44212.22556	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301106	223	67.65172400139365	4.170708432972114	Caecum right	NegativeMebrane	MSEB0011	G121eI103M	B11	11479.05594	44765.5756	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301107	252	61.068335007981794	3.909708160024116	Caecum right	Positive	MSEB0011	G121eI103B	B11	11910.14412	44681.86654	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301108	6	3.4604333778925516	2.4049613321526517	Caecum right	NegativeReaction	MSEB0011	G121eI103R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301109	252	60.636358659925676	4.063874781258266	Caecum right	Positive	MSEB0011	G121eI103B	B11	12319.17926	44720.65106	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301110	250	61.321713382168085	4.075557455602403	Caecum right	Positive	MSEB0011	G121eI103B	B11	12501.8438	44533.5578	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301111	252	64.0440453870296	3.883092142636915	Caecum right	Positive	MSEB0011	G121eI103B	B11	13023.05742	44482.35382	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301112	253	61.03527496416403	4.117463486648029	Caecum right	Positive	MSEB0011	G121eI103B	B11	13710.84142	44392.89146	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301113	249	64.61355932876616	3.9600287479179603	Caecum right	Positive	MSEB0011	G121eI103B	B11	16993.5878	34877.5106	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301114	225	52.61461497646693	2.970443849838078	Caecum right	Positive	MSEB0011	G121eI103B	B11	11597.64682	36587.30662	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301115	251	61.590359628697804	4.025199110759751	Caecum right	Positive	MSEB0011	G121eI103B	B11	13633.29236	44858.87476	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301116	252	55.64495222877566	4.135949720451342	Caecum right	Positive	MSEB0011	G121eI103B	B11	NA	NA	NA	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301117	229	50.6419247660998	3.830999832889196	Caecum right	NegativeCollection	MSEB0011	G121eI103Z	B11	13541.1964	44647.51882	5000	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301118	251	60.21371033118128	4.04939271277165	Caecum right	Positive	MSEB0011	G121eI103B	B11	13281.63628	44666.1088	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301119	253	57.66512289650843	4.112432074079465	Caecum right	Positive	MSEB0011	G121eI103B	B11	13040.33044	43338.47688	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301120	206	44.53844075058507	3.5922284315437505	Caecum right	NegativeMebrane	MSEB0011	G121eI103M	B11	13151.9587	43153.52698	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301121	250	64.01281348841528	4.078495070722683	Caecum right	Positive	MSEB0011	G121eI103B	B11	12510.86872	42698.96012	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301122	251	62.45401578613011	4.124746858549609	Caecum right	Positive	MSEB0011	G121eI103B	B11	13631.57	42206.48658	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301123	232	55.91944258964089	3.681602197820412	Caecum right	NegativeCollection	MSEB0011	G121eI103Z	B11	13080.97598	42296.17508	5000	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301124	252	60.91796161748118	3.9745532509884405	Caecum right	Positive	MSEB0011	G121eI103B	B11	12969.70154	35753.32826	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301125	253	62.54272524094566	3.4521491421023436	Caecum right	Positive	MSEB0011	G121eI103B	B11	NA	NA	NA	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301126	251	66.0490890356912	3.7430905925079654	Caecum right	Positive	MSEB0011	G121eI103B	B11	12457.57142	41700.46782	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301127	225	59.12755786787697	4.128874649560353	Caecum right	NegativeMebrane	MSEB0011	G121eI103M	B11	12977.85504	35614.71876	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301128	251	62.674768493752765	4.07626843602572	Caecum right	Positive	MSEB0011	G121eI103B	B11	13048.62742	35856.71464	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301129	246	54.105363474790785	4.2598680819322245	Caecum right	Positive	MSEB0011	G121eI103B	B11	12499.86962	41448.0727	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301130	252	62.09128144067913	4.109663292331919	Caecum right	Positive	MSEB0011	G121eI103B	B11	12782.07546	41518.96146	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301131	27	20.698501191040076	2.9824728788317203	Caecum right	Positive	MSEB0011	G121eI103B	B11	8292.93288	50639.80186	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301132	194	43.9362084789448	3.6156869770231843	Caecum right	NegativeMebrane	MSEB0011	G121eI103M	B11	13500.67598	41203.4429	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301133	251	61.49178617076621	4.163104192578896	Caecum right	Positive	MSEB0011	G121eI103B	B11	13567.0463	41349.85144	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301134	240	60.455051220479916	3.98256470072862	Caecum right	Positive	MSEB0011	G121eI103B	B11	13467.4097	41132.67052	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301135	13	4.592513534660477	1.96865414937102	Caecum right	NegativeReaction	MSEB0011	G121eI103R	NA	15335.43596	28384.64104	5000	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301136	250	66.08661960115901	3.9222893621257158	Caecum right	Positive	MSEB0011	G121eI103B	B11	12803.27456	41439.3833	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301137	250	64.04624196893676	3.97552705160079	Caecum right	Positive	MSEB0011	G121eI103B	B11	12718.02588	41844.13372	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301138	223	40.46515834431858	2.780297402686122	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	NA	NA	NA	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301139	239	40.79544446007718	2.691226031961952	Caecum right	Positive	MSEB0011	G103bI301B	B11	NA	NA	NA	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301140	229	41.380358303462046	2.8100227420653874	Caecum right	Positive	MSEB0011	G103bI301B	B11	41387.29474	35170.77476	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301141	240	42.189163815940404	2.7392675995890707	Caecum right	Positive	MSEB0011	G103bI301B	B11	44348.5587	44543.93558	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301142	230	41.92374666700918	2.719152857459166	Caecum right	Positive	MSEB0011	G103bI301B	B11	44260.82704	44473.81548	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301143	240	40.2026055702146	2.703987166171323	Caecum right	Positive	MSEB0011	G103bI301B	B11	44313.13558	45603.66776	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301144	237	39.85190542384463	2.7435417306459393	Caecum right	Positive	MSEB0011	G103bI301B	B11	NA	NA	NA	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301145	198	45.46600884649499	2.9242218864177776	Caecum right	NegativeCollection	MSEB0011	G103bI301Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301146	239	43.71037962076127	2.860465524324323	Caecum right	Positive	MSEB0011	G103bI301B	B11	42483.72466	45618.07238	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301147	16	6.1207344157953125	2.7485536979351393	Caecum right	NegativeReaction	MSEB0011	G103bI301R	NA	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301148	231	38.67141794255092	2.692981908753249	Caecum right	Positive	MSEB0011	G103bI301B	B11	44087.13462	45539.00096	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301149	221	38.42975282350053	2.7755415597167947	Caecum right	Positive	MSEB0011	G103bI301B	B11	42492.53044	45596.87328	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301150	178	39.44531178925778	3.260220443253983	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	44216.38606	45382.45376	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301151	231	39.21259309080882	2.7116342455453815	Caecum right	Positive	MSEB0011	G103bI301B	B11	42745.32004	45490.4061	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301152	241	41.205381267179824	2.7732357052655354	Caecum right	Positive	MSEB0011	G103bI301B	B11	43798.06962	45509.64836	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301153	243	39.961200705969105	2.718656036833894	Caecum right	Positive	MSEB0011	G103bI301B	B11	42406.10334	45397.92788	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301154	240	38.82129813662451	2.7536398638015744	Caecum right	Positive	MSEB0011	G103bI301B	B11	45753.96384	33192.71914	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301155	223	37.477765641679596	2.8232513286147847	Caecum right	Positive	MSEB0011	G103bI301B	B11	42830.30462	42823.82756	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301156	199	46.103878247160935	3.50701563661272	Caecum right	NegativeCollection	MSEB0011	G103bI301Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301157	237	40.03536846413698	2.763004358375258	Caecum right	Positive	MSEB0011	G103bI301B	B11	42576.24156	43022.44682	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301158	238	39.706768763348386	2.754736124570698	Caecum right	Positive	MSEB0011	G103bI301B	B11	42728.77508	43333.67328	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301159	242	37.78665738129677	2.709726925830151	Caecum right	Positive	MSEB0011	G103bI301B	B11	42760.6368	43797.15504	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301160	185	49.37913290142027	4.379346710857084	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	42730.83192	43029.6219	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301161	236	36.099241212383085	2.6456379726678	Caecum right	Positive	MSEB0011	G103bI301B	B11	42868.58914	44491.68272	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301162	242	39.0110817688862	2.702167458226303	Caecum right	Positive	MSEB0011	G103bI301B	B11	43629.0991	43115.74522	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301163	239	38.883590929348046	2.6746482859582827	Caecum right	Positive	MSEB0011	G103bI301B	B11	43688.03044	47714.25292	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301164	237	39.75073338394297	2.7538896252625253	Caecum right	Positive	MSEB0011	G103bI301B	B11	45710.06108	34152.46596	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301165	212	44.898052369092234	2.9095172845428134	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	43688.68272	47559.9887	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301166	237	38.254864766046516	2.675943833642785	Caecum right	Positive	MSEB0011	G103bI301B	B11	43709.18182	46658.5447	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301167	139	33.22739313113126	3.3065068919923704	Caecum right	NegativeCollection	MSEB0011	G103bI301Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301168	240	37.95189453128164	2.8098146480431194	Caecum right	Positive	MSEB0011	G103bI301B	B11	43646.88908	45916.8596	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301169	237	37.274817462764695	2.6465478315854245	Caecum right	Positive	MSEB0011	G103bI301B	B11	43448.41754	43290.23012	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301170	193	40.076628890044006	2.8344233621154067	Caecum right	Positive	MSEB0011	G103bI301B	B11	43633.01278	43157.49114	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301171	232	45.184196679516525	2.840939361437896	Caecum right	Positive	MSEB0011	G103bI301B	B11	37936.88568	49454.07656	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301172	234	37.89136618679792	2.805994202456644	Caecum right	Positive	MSEB0011	G103bI301B	B11	42922.19376	46597.8056	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301173	238	37.30643605212709	2.661546339427116	Caecum right	Positive	MSEB0011	G103bI301B	B11	42621.91882	47576.52736	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301174	161	36.51705028376771	2.702230671078364	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	42464.06706	47715.13686	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301175	217	27.696374183334335	2.5342108958247245	Caecum right	Positive	MSEB0011	G103bI301B	B11	42476.03424	46748.80842	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301176	56	28.13117181689264	3.679724581572477	Caecum right	NegativeReaction	MSEB0011	G103bI301R	NA	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301177	240	39.41275621520918	2.7852930618979714	Caecum right	Positive	MSEB0011	G103bI301B	B11	42875.3296	47973.73558	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301178	235	39.48132643793207	2.7982472363362527	Caecum right	Positive	MSEB0011	G103bI301B	B11	41734.48838	42635.42864	5000	Fail	4	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301179	237	37.35821018322051	2.754344117452755	Caecum right	Positive	MSEB0011	G103bI301B	B11	41952.67604	42594.98728	5000	Success	4	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301180	171	43.126662928342014	3.174735990684758	Caecum right	NegativeCollection	MSEB0011	G103bI301Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301181	241	37.211636185445634	2.688043986900966	Caecum right	Positive	MSEB0011	G103bI301B	B11	42024.97912	42894.1115	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301182	238	37.420208553623304	2.76669412979867	Caecum right	Positive	MSEB0011	G103bI301B	B11	41991.26056	43284.3878	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301183	194	35.64653938931373	2.7910016214975353	Caecum right	NegativeMebrane	MSEB0011	G103bI301M	B11	38576.5086	41207.24958	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301184	238	37.05154538185755	2.73146808655393	Caecum right	Positive	MSEB0011	G103bI301B	B11	42572.36692	43097.8878	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
